,title,link,channel,views,length
63,758: The Mamba Architecture: Superior to Transformers in LLMs — with Jon Krohn (@JonKrohnLearns) ,https://youtu.be/fnDUaDDrR4c,Super Data Science: ML &amp; AI Podcast with Jon Krohn,8000,1:00:14
64,AI DSP: LLM Pipeline to Retriever Model (Stanford) ,https://youtu.be/_NG6tNRlof0,Discover AI,55000,1:00:14
65,Understanding ReACT with LangChain ,https://youtu.be/dTzL8OF_3i0,Sam Witteveen,10000,1:03:39
66,Fine-tune ChatGPT w/  in-context learning ICL - Chain of Thought- AMA- reasoning &amp; acting: ReAct ,https://youtu.be/Eug2clsLtFs,Discover AI,31000,1:03:39
67,RoPE (Rotary positional embeddings) explained: The positional workhorse of modern LLMs ,https://youtu.be/XV1RXLPIVlw,DeepLearning Hero,6600,11:53
68,LangChain Templates Tutorial: Building Production-Ready LLM Apps with LangServe ,https://youtu.be/GQPOtyITy54,Pradip Nichite,73000,11:53
69,Self-Improving Agents are the future- let’s build one ,https://youtu.be/2GgVRSO5bVs,David Ondrej,77000,55:45
70,How To Connect Local LLMs to CrewAI [Ollama- Llama2- Mistral] ,https://youtu.be/e24BlWvSLNM,aiwithbrandon,8700,55:45
71,Structured Outputs with DSPy ,https://youtu.be/0ai-L50VCYU,Connor Shorten,17000,24:30
72,CrewAI - Building a Custom Crew ,https://youtu.be/tVw3CwrN5-8,Sam Witteveen,32000,24:30
73,LoRA: Low-Rank Adaptation of Large Language Models - Explained visually + PyTorch code from scratch ,https://youtu.be/2Uar1fDKYpQ,Umar Jamil,2000,1:07:43
74,Sakana AI's Latest Release: Evolutionary Optimization of Model Merging Recipes ,https://youtu.be/PXWYUTMt-AU,Oxen,92000,1:07:43
75,WE MUST ADD STRUCTURE TO DEEP LEARNING BECAUSE... ,https://youtu.be/-CbLgua_TaE,Machine Learning Street Talk,740 ,25:38
76,Custom GPTs vs LangChain: Building a Personal AI Assistant ,https://youtu.be/rie-9AEhYdY,Rockset,11000,25:38
77,Deep Learning Foundations ,https://youtu.be/ndwu3CLqV-s,Soheil Feizi,4200,54:16
78,771: Gradient Boosting: XGBoost- LightGBM and CatBoost — with Kirill Eremenko ,https://youtu.be/2yjzZfDQxy8,Super Data Science: ML &amp; AI Podcast with Jon Krohn,38000,54:16
79,AWS re:Invent 2023 - Use RAG to improve responses in generative AI applications (AIM336) ,https://youtu.be/tqR8jGm6Zhw,AWS Events,1400,53:47
80,Level Up your chatbot game with AWS Generative AI LLM | AWS OnAir S05 ,https://youtu.be/N0tlOXZwrSs,AWS Events,19000,53:47
81,LangChain Expression Language (LCEL) Explained! ,https://youtu.be/5HyJvIxCc84,James Briggs,5900,15:51
82,LlamaIndex Webinar: Building an LLM-powered Browser Agent ,https://youtu.be/O0dUOtOIrfs,LlamaIndex,12000,15:51
83,Agentic RAG with #langchain ,https://youtu.be/YY0VaSjPV1Y,AI Makerspace,610 ,26:21
84,LLMOps: Deploying LLMs and Scaling using Modal- LangChain and Huggingface ,https://youtu.be/SEA3eJrDc-k,Prince Canuma,1900,26:21
85,Advanced Retrieval Strategies: Deep Memory- Small to Big Retrieval- Structured and Unstructured Data ,https://youtu.be/1kKChtDz7L8,Activeloop,2200,40:24
86,RAGOps: Advanced Retrieval Strategies with LangChain- Langsmith and Supabase. ,https://youtu.be/TdjvzSpjBuI,Prince Canuma,4400,40:24
87,Superior RAG for Complex PDFs using LlamaParse | Open Source LLM | Text + Tables from PDF ,https://youtu.be/EuHderGVUs8,Tech with Ashish Singh,1800,1:55:32
88,Mamba part 4 - System Details and Implementation ,https://youtu.be/-8rMQRdBb00,West Coast Machine Learning,10000,1:55:32
89,CrewAI + Claude 3 Haiku ,https://youtu.be/EGbU2J898KE,Sam Witteveen,79000,21:11
90,The New Stack and Ops for AI ,https://youtu.be/K0mb-pXdqsI,OpenAI,922 ,21:11
91,AI Agent Evaluation with RAGAS [OLD] ,https://youtu.be/XGJNo8TpuVA,James Briggs,121 ,17:38
92,Linear Attention Sequence Parallelism ,https://youtu.be/8PdDjJcr2dE,Arxiv Papers,141 ,17:38
93,Mixture-of-Depths: Dynamically allocating compute in transformer-based language models ,https://youtu.be/BrqqBk1gNxI,Arxiv Papers,172 ,19:40
94,AutoWebGLM: Bootstrap And Reinforce A Large Language Model-based Web Navigating Agent ,https://youtu.be/8pVjAAEAYcM,Arxiv Papers,212 ,19:40
95,ReFT: Representation Finetuning for Language Models ,https://youtu.be/_1gijzLTGsg,Arxiv Papers,613 ,1:05:40
96,Mixture-of-Depths - Make AI Models Faster By 50% ,https://youtu.be/RWw2muxKFDQ,Fahd Mirza,6200,1:05:40
97,Cohere's Command-R+ Specialized Model for RAG and Tools ,https://youtu.be/fjxW4Q_jUdU,Prompt Engineering,4200,53:22
98,Building RAG with Command R+ from Cohere- DSPy- and Weaviate! ,https://youtu.be/aRHl-XS6Za0,Connor Shorten,734 ,53:22
99,Startup AI School: Data Analysis Blitz - Turbocharge with Microsoft Fabric and Copilot! #4 ,https://youtu.be/6dgXALb_5Ag,Microsoft Reactor,12000,34:34
100,Anthropic function calling for structured LLM outputs ,https://youtu.be/NbnCPvMqAZ8,LangChain,350 ,34:34
101,Unlocking Advanced Search Capabilities with Milvus 2.4: Accelerated GPU Search and Beyond ,https://youtu.be/cVEJaWgiudU,Zilliz,19000,16:30
102,AI Agent Evaluation with RAGAS ,https://youtu.be/4oOTLloywhk,James Briggs,1000,16:30
103,The State of Production Machine Learning in 2024 // Alejandro Saucedo // AI in Production ,https://youtu.be/-_52DIIOsCE,MLOps.community,1000,1:08:24
104,From Research to Production: Fine-Tuning &amp; Aligning LLMs // Philipp Schmid // AI in Production ,https://youtu.be/6s9Y5fgP3dg,MLOps.community,394 ,1:08:24
105,DSPy Assertions: Computational Constraints for Self-Refining LM Pipelines // Arnav Singhvi // Talk ,https://youtu.be/iwhAo_EuZRE,MLOps.community,289 ,27:53
106,Navigating via Retrieval Evaluation to Demystify LLM Wonderland // Atita Arora // AI in Production ,https://youtu.be/NRc-y5Y70xU,MLOps.community,13000,27:53
107,Building adaptive RAG from scratch with Command-R ,https://youtu.be/XPfd3u3YfkA,LangChain,1100,11:08
108,Accelerating ML Inferencing with WebAssembly &amp; Spin 2.0 ,https://youtu.be/04ighIjMcAI,WASM I/O,55 ,11:08
109,Introduction to Anthropic Models and API Claude 3 #machinelearning  #datascience ,https://youtu.be/Ekwd46xfQ2s,The Machine Learning Engineer,11000,13:35
110,DAY-9: Mastering Vector Databases with Pinecone ,https://youtu.be/3EGLARwjYe4,iNeuron Intelligence,19000,13:35
111,Advanced RAG 05 - HyDE - Hypothetical Document Embeddings ,https://youtu.be/56JSsEbMQVA,Sam Witteveen,4500,32:07
112,Programming Foundation Models with DSPy / Multivector Semantic Search with ColBERT - Omar Khattab ,https://youtu.be/v_BnBEubv58,Cohere,1800,32:07
113,Exploring DSPy- a More Robust and Systematic Approach to Prompt Engineering ,https://youtu.be/Y94tw4eDHW0,Data Centric,7800,16:52
114,DSPy + Weaviate for the Next Generation of LLM Apps ,https://youtu.be/FTd3A1ciBUY,Weaviate • Vector Database,6000,16:52
115,LlamaIndex Webinar: Learn about DSPy ,https://youtu.be/ickqCzFxWj0,LlamaIndex,15000,49:00
116,Getting Started with RAG in DSPy! ,https://youtu.be/POBcYr0sbcg,Connor Shorten,6600,49:00
117,DSPy and ColBERT with Omar Khattab! - Weaviate Podcast #85 ,https://youtu.be/CEuUG4Umfxs,Weaviate • Vector Database,79000,12:20
118,&quot;Compute is the New Oil&quot;- Leaving Google- Founding Groq- Agents- Bias/Control (Jonathan Ross) ,https://youtu.be/CDung1LnLbY,Matthew Berman,1600,12:20
119,Pre-train Mixtral MoE model on SageMaker HyperPod + SLURM + Fine-Tuning + Continued Pre-Training ,https://youtu.be/Z0jqIk7MUfE,Generative AI on AWS,21000,43:49
120,Optimization of LLM Systems with DSPy and LangChain/LangSmith ,https://youtu.be/CK9dN0KpvGM,LangChain,1100,43:49
121,How to Convert Any Dataset to DPO Dataset ,https://youtu.be/4EXOmWeqXRc,Fahd Mirza,604 ,1:03:19
122,Privacy-aware -The FREE Desktop App Taking On ChatGPT! ,https://youtu.be/GGnBgpe1UiQ,TwoSetAI,531000,1:03:19
123,AI and Quantum Computing: Glimpsing the Near Future ,https://youtu.be/coIffqX8eYc,World Science Festival,103 ,57:22
124,Evaluating LLMs at Detecting Errors in LLM Responses ,https://youtu.be/gZZan4JMwk4,Arxiv Papers,3300,57:22
125,On-Device: Functional Tokens (Octopus v2) ,https://youtu.be/sURn1C1cEP0,Discover AI,68000,8:02
126,5 Useful Dunder Methods In Python ,https://youtu.be/4YC0S5KQMQ8,Indently,2200,8:02
128,Gamba Jamba Cobra ,https://youtu.be/M8QkiuSto6I,hu-po,307000,26:44
129,Pydantic Tutorial • Solving Python's Biggest Problem ,https://youtu.be/9s-9aSobky8,pixegami,4200,21:10
130,LangChain Expression Language (LCEL)  | Langchain Tutorial | Code ,https://youtu.be/XIdQ6gO3Anc,Pradip Nichite,797 ,21:10
131,MultiHop RAG - LLM Reasoning Across Documents ,https://youtu.be/NQWfvhw7OcI,Fahd Mirza,3200,36:39
132,Routing with LangChain - Basics - Semantic Routing vs. LLM Classifier ,https://youtu.be/CfdmHxjuAsY,Coding Crash Courses,3300,36:39
133,Eval Comparisons | LangSmith Evaluations - Part 7 ,https://youtu.be/ZB-mOFm5y94,LangChain,4000,14:06
134,Custom Evaluators | LangSmith Evaluations - Part 6 ,https://youtu.be/kl5U_efgK_8,LangChain,5700,14:06
135,Pre-Built Evaluators | LangSmith Evaluations - Part 5 ,https://youtu.be/w31v_kFvcNw,LangChain,17000,29:36
136,Why Evals Matter | LangSmith Evaluations - Part 1 ,https://youtu.be/y5GvqOi4bJQ,LangChain,1400,29:36
137,Build Real-World Machine Learning Project: Step-,https://youtu.be/vygFgCNR7WA,Venelin Valkov,17000,34:03
138,Stealing Part of a Production LLM | API protects LLMs no more ,https://youtu.be/ug1FA7qzWSc,AI Coffee Break with Letitia,16000,34:03
139,New Tutorial on LLM Quantization w/ QLoRA- GPTQ and Llamacpp- LLama 2 ,https://youtu.be/O_eUzrFU6eQ,Discover AI,2800,25:07
140,ScreenAI: A Vision-Language Model for UI and Infographics Understanding ,https://youtu.be/YEVyupJxt1Q,Fahd Mirza,13000,25:07
141,I found this STUNNING Local Perplexity CLONE!!! ,https://youtu.be/E45_TCT46LQ,1littlecoder,29000,28:54
142,How 1 Bit LLMs Work ,https://youtu.be/lsp4KhLETTY,Oxen,248 ,28:54
143,Building a Python-Centric Feature Platform to Power Production AI Applications // Matt Bleifer ,https://youtu.be/MXWlB9nDAFU,MLOps.community,26000,21:34
144,Creating APIs For Machine Learning Models with FastAPI ,https://youtu.be/uTE3cb15M5g,NeuralNine,342 ,21:34
145,Charting LLMOps Odyssey // Yinxi Zhang @ Databricks // AI in Production Talk ,https://youtu.be/5PgqzVG9SCk,MLOps.community,784 ,26:55
146,The Real E2E RAG Stack // Sam Bean // MLOps Podcast #217 ,https://youtu.be/K2GAL2ZOgBk,MLOps.community,16000,26:55
147,Quantize any LLM with GGUF and Llama.cpp ,https://youtu.be/8uZst7pgOw0,AI Anytime,1000,40:22
148,StanfordNLP DSPy : Programming—not prompting—Foundation Models ,https://youtu.be/wxQgGK5K0rE,Towards AGI,44000,40:22
149,Pydantic V2 - Full Course - Learn the BEST Library for Data Validation and Parsing ,https://youtu.be/elZ3-aNyQPU,Coding Crash Courses,17000,1:49:11
150,Pydantic (V2) - In-depth Starter Guide ,https://youtu.be/7aBRk_JP-qY,MathByte Academy,8200,1:49:11
151,Taking Function Calling to the NEXT Level with Groq API 🚀 🚀 🚀 ,https://youtu.be/ok8bF8M7gjk,Prompt Engineering,958 ,1:04:02
152,773: Deep Reinforcement Learning for Maximizing Profits — with Prof. Barrett Thomas ,https://youtu.be/ybau-0ZIsMc,Super Data Science: ML &amp; AI Podcast with Jon Krohn,423 ,1:04:02
153,Advancements and Challenges in RAG Systems - Syed Asad | Vector Space Talks #021 ,https://youtu.be/hc-vaX0n8fk,Qdrant - Vector Database &amp; Search Engine,2600,3:47:26
154,ORPO Explained: Superior LLM Alignment Technique vs. DPO/RLHF ,https://youtu.be/RVb6_CI7ysM,AI Anytime,354 ,3:47:26
155,From MVP to Production // Day 2 Panel 2 // AI in Production Conference ,https://youtu.be/32S_xBt2IXw,MLOps.community,75 ,1:57:32
156,PiSSA: Principal Singular Values and Singular Vectors Adaptation of Large Language Models ,https://youtu.be/Smq3Q9r-9cg,Arxiv Papers,7400,1:57:32
157,AI Agents! Giving Reasoning and Tools to LLMs - Context &amp; Code Examples ,https://youtu.be/lsZ2d363OkA,Adam Lucek,3100,58:51
158,What are Mixture of Experts (GPT4- Mixtral…)? ,https://youtu.be/GZWFLEj0UqI,What's AI by Louis-François Bouchard,234 ,58:51
159,More Agents Is All You Need ,https://youtu.be/OqlNmNylE0I,Fahd Mirza,5400,33:49
160,A Beginner's guide on Hyperparameters for LLM Fine Tuning ,https://youtu.be/KP3Nb2OAQXE,AI Anytime,14000,33:49
161,Transform Your Organization with AI | Dmitry Shapiro @ Imagine AI Conference 2024 ,https://youtu.be/y-9G41zELIY,MindStudio,3800,25:38
162,Advanced Retrieval Methods for RAG with #langchain ,https://youtu.be/mkiskBiAjJw,AI Makerspace,10000,25:38
163,Multi GPU Fine tuning with DDP and FSDP ,https://youtu.be/xmfPh1Fv2kk,Trelis Research,506 ,40:53
164,LLM2Vec: Large Language Models Are Secretly Powerful Text Encoders ,https://youtu.be/gXDsVcY8TXQ,Arxiv Papers,3600,40:53
165,RAG Application Using OpenSource Framework @LlamaIndex and @Mistral-AI #rag #finetuning #llm ,https://youtu.be/44OukEJyRsU,Sunny Savita,12000,1:01:58
166,Launch your own LLM (Deploy LLaMA 2 on Amazon SageMaker with Hugging Face Deep Learning Containers) ,https://youtu.be/k18ab5HoHf8,Brian H. Hough  |  Tech Stack Playbook,29000,1:01:58
167,Your Own Llama 2 API on AWS SageMaker in 10 min! Complete AWS- Lambda- API Gateway Tutorial ,https://youtu.be/Kq597DYdMEE,Rob Shocks,33000,34:13
168,Deploy LLMs (Large Language Models) on AWS SageMaker using DLC ,https://youtu.be/3y_TcDNC0HE,AI Anytime,8300,34:13
169,Build Your API for Llama 2 on AWS: Lambda Function and API Gateway ,https://youtu.be/3y_TcDNC0HE,AI Anytime,14000,19:04
170,Deploy LLM to Production on Single GPU: REST API for Falcon 7B (with QLoRA) on Inference Endpoints ,https://youtu.be/A9Pu4xg-Nas,Venelin Valkov,16000,19:04
171,Deploy Llama 2 for your Entire Organisation ,https://youtu.be/Nlo7WclRBXc,Trelis Research,5200,48:27
172,ReACT Prompting Simple Example in AI ,https://youtu.be/HI3cYN0c9ZU,Fahd Mirza,43000,48:27
173,Harrison Chase - Agents Masterclass from LangChain Founder (LLM Bootcamp) ,https://youtu.be/Ror2xOOA-VE,The Full Stack,17000,15:20
174,Fine-tuning Language Models for Structured Responses with QLoRa ,https://youtu.be/1ju-tV3wbqM,Trelis Research,3700,15:20
175,Mixture-of-Depths ,https://youtu.be/DWUdGhRrv2c,hu-po,720 ,1:26:44
176,Human vs. Machine: Crafting Long-Form Articles with AI Ghostwriters ,https://youtu.be/OQdp-OeG1as,TwoSetAI,136000,1:26:44
177,Google Announces STUNNING AI Agents | Google Cloud Keynote AI Agents ,https://youtu.be/Teru_qIdB8Y,Wes Roth,3500,9:02
178,ReFT: Representation Finetuning for Language Models | AI Paper Explained ,https://youtu.be/OnsNR4pIZTs,AI Papers Academy,100 ,9:02
179,Exploring Concept Depth: How Large Language Models Acquire Knowledge at Different Layers? ,https://youtu.be/-fW0v2aHoeQ,Arxiv Papers,87 ,34:10
180,RULER: What's the Real Context Size of Your Long-Context Language Models? ,https://youtu.be/GK2kritsbbM,Arxiv Papers,434 ,34:10
181,Leave No Context Behind: Efficient Infinite Context Transformers with Infini-attention ,https://youtu.be/uoQd7iUvDZA,Arxiv Papers,619 ,19:42
182,Google RecurrentGemma Model - Alternate of Transformers Architecture ,https://youtu.be/bbavjrU-MvQ,Fahd Mirza,355 ,19:42
183,Paper Club with Gerard - RAFT: Adapting Language Model to Domain Specific RAG ,https://youtu.be/3w-U6ij3fBA,nPlan,493 ,15:11
184,Paper Club with Vahan - Quiet-STaR: Language Models Can Teach Themselves to Think Before Speaking ,https://youtu.be/BJQmwY_SKj4,nPlan,688 ,15:11
185,Paper Club with Gerard - KTO: Model Alignment as Prospect Theoretic Optimization ,https://youtu.be/jAXm5a1zwiw,nPlan,79 ,12:01
186,Paper Club with Vahan - Are Emergent Abilities of Large Language Models a Mirage? ,https://youtu.be/USZWhztNffA,nPlan,84 ,12:01
187,Paper Club with Gerard - QLoRA: Efficient Finetuning of Quantized LLMs ,https://youtu.be/peeZI5dpvwo,nPlan,31000,18:06
188,AWS re:Invent 2020: How to create fully automated ML workflows with Amazon SageMaker Pipelines ,https://youtu.be/kLrZGiu9glQ,AWS Events,65000,18:06
189,AWS Summit ANZ 2022 - End-to-end MLOps for architects (ARCH3) ,https://youtu.be/UCybuZHyazU,AWS Events,7500,15:53
190,AWS re:Invent 2023 - Scale complete ML development with Amazon SageMaker Studio (AIM325) ,https://youtu.be/W7uabCTfLrg,AWS Events,1000,15:53
191,Startup AI School: Unlock the full potential of AI: Prompt Engineering to Production with LLMOps #5 ,https://youtu.be/UnAN35gu3Rw,Microsoft Reactor,2500,8:22
192,RAG ipynb: CRAG- LlamaIndex- Ollama- ReAct Agent ,https://youtu.be/stB-F6jswno,Discover AI,3200,8:22
193,LangChain - Dynamic Routing - Retrieve data from different databases ,https://youtu.be/rtWoPtr8R8Q,Coding Crash Courses,3700,9:23
194,How MindStudio Crafted a No-Code Pathway for RAG App Builders ,https://youtu.be/qPsmRk14BNM,Zilliz,242 ,9:23
195,Fine Tuning Llamas // Kai Davenport // AI in Production Lightning Talk ,https://youtu.be/nko60eGSYn4,MLOps.community,3100,16:36
196,WHY Retrieval Augmented Generation (RAG) is OVERRATED! ,https://youtu.be/c5kzVze00Ow,Data Centric,3800,16:36
197,Neural Notes: ColBERT &amp; ColBERTv2 ,https://youtu.be/7F0tnquy6t0,Vertex Ventures US,20000,1:05:37
198,Tool Calling with LangChain ,https://youtu.be/NSTRus2Cen4,LangChain,2300,1:05:37
199,Build enterprise-grade Q&amp;A at scale with Open LLMs on AWS ,https://youtu.be/8e3x5D_F-7c,Pinecone,9400,9:04
200,AWS re:Invent 2023 - Building an AWS solutions architect agent with Amazon Bedrock (BOA306) ,https://youtu.be/zCwuAlpQKTM,AWS Events,169 ,9:04
201,PHATGOOSE - Mixture of Adapters ,https://youtu.be/pYyj4Oq3sBY,Fahd Mirza,96 ,51:28
202,RecurrentGemma: Moving Past Transformers for Efficient Open Language Models ,https://youtu.be/kzzlchi0DzU,Arxiv Papers,2700,51:28
203,RecurrentGemma ,https://youtu.be/ofOy1-GUTkA,AI Anytime,2500,19:42
204,Advanced RAG ,https://youtu.be/euGHInsJPQE,Generative AI on AWS,848 ,19:42
205,LangChain update ,https://youtu.be/DR_PhkrvFUs,Generative AI on AWS,1600,33:13
206,LangChain + RAG + Cassandra Vector Store + Multimodal Visual Question Answer ,https://youtu.be/sfTYAajGkyk,Generative AI on AWS,9100,33:13
