,title,link,channel,views,length
29,Good,https://youtu.be/TDkKBbAirCE,Deep Learning with Yacine,349 ,8:05:39
30,Improve RAG Retrieval ,https://youtu.be/JiADFCu90tk,Deep Learning with Yacine,271 ,8:05:39
31,Byte Latent Transformer (BLT) ,https://youtu.be/_2Nm7RVE-dA,MLOps.community,359 ,10:00
32,Local Retrieval Augmented Generation (RAG) from Scratch (step ,https://youtu.be/z3c0v13LtHM,Zilliz,859 ,10:00
33,Silva-Enhancing RAG-based apps ,https://youtu.be/u0Fw2ze32oM,Fahd Mirza,1100,18:37
34,Hymba ,https://youtu.be/MMvQr3Sv4Yo,Data Science in your pocket,153 ,18:37
35,AWS Multi-Agent Orchestrator Framework: Step-,https://youtu.be/qbmoEmJD9bQ,Super Data Science: ML &amp; AI Podcast with Jon Krohn,3500,1:05:28
36,A Practical Guide to Efficient AI: Shel,https://youtu.be/_qDoWQvfyLc,MCP Developers Summit,98 ,1:05:28
37,Step-,https://youtu.be/mtYtiRApA6k,CodeEmporium,21000,46:45
38,AGI- ASI or just AI? Answered ,https://youtu.be/BClejohiShQ,Daniel Bourke,1200,46:45
39,LLaVA-o1: Let Vision Language Models Reason Step-,https://youtu.be/eLfgvwrSxWk,YanAITalk,7100,18:05
41,Fine-Tune GPT-4o Model Step ,https://youtu.be/bpqJFeWHMUE,PurpleSec,894 ,55:31
42,mPLUG: Vision-Language Learning ,https://youtu.be/buucS1qy2G4,IBM Technology,752 ,55:31
43,829: Neuroscience Fueled ,https://youtu.be/rqyczEvh3D4,Growth Science,452000,16:39
44,Ba,https://youtu.be/hSEpS9wgRmg,Discover AI,977 ,16:39
45,Looking Inward: Language Models Can Learn About Themselves ,https://youtu.be/Gw2X5DibXQ8,TechCrunch,2300,14:25
46,Reinforcement Learning with Execution Feedback ,https://youtu.be/Ly8uHk4S70M,Fahd Mirza,10000,14:25
48,Contextual Retrieval with Any LLM: A Step-,https://youtu.be/iIlmuqyN_64,Chalk Talk,1800,28:32
49,NEW ,https://youtu.be/8JuWdXrCmWg,What's AI by Louis-François Bouchard,1000,10:57
50,Agentic RAG Explained - Build Your Own AI Agent System from scratch! (Step-,https://youtu.be/7lHJidvROXs,AI Anytime,5200,10:57
51,Frustrated with Ambiguous User Queries? You Can't Miss Query Expansion! (Step-,https://youtu.be/amzcEp5akLo,Stanford Online,594 ,15:07
52,FocusLLM: Scaling LLM's Context ,https://youtu.be/vRQs7qfIDaU,AI Engineer,1100,15:07
53,Nina van Diermen - BERTopic to accelerate Ukrainian aid ,https://youtu.be/U-fMsbY-kHY,Fahd Mirza,979 ,10:07
54,Can LLMs Learn ,https://youtu.be/b9SIlInwjoA,Deep Learning with Yacine,12000,10:07
55,Reliable LLM Products- Fueled ,https://youtu.be/uxjTOxh93s8,NeuralNine,3500,5:30
56,Implement GraphRAG in Notebook Locally ,https://youtu.be/45bAPTZW16o,PyData,985 ,5:30
57,How to fine-tune a model using LoRA (step ,https://youtu.be/McbJMdcKp5c,PyData,1200,5:30
58,Mélange - Cost Efficient LLM Serving ,https://youtu.be/s5dx_4y6Iy8,Trelis Research,4800,8:30
59,TinyTimeMixer TTM Model ,https://youtu.be/Pjy-B8PSeu4,MCP Developers Summit,1600,25:43
60,NEW CriticGPT ,https://youtu.be/kqB_xML1SfA,Latent Space,903 ,25:43
61,Is Programming ,https://youtu.be/9YQW2mH9FyA,Richard Aragon,4200,9:01
62,Refusal in Language Models Is Mediated ,https://youtu.be/0Djz-1CrTPs,Trelis Research,5800,9:01
63,RL on Incorrect Synthetic Data Scales the Efficiency of LLM Math Reasoning ,https://youtu.be/3Bk_d4Tp5pE,LlamaIndex,4800,8:15
64,Accelerated Training ,https://youtu.be/Bhnq8grQm5Y,Deep Learning with Yacine,1300,8:15
65,MoME Reduces LLM Hallucinations ,https://youtu.be/Bhnq8grQm5Y,Richard Aragon,4200,1:12:40
66,NEW TextGrad ,https://youtu.be/heSdPbAfFH4,AI Engineer,1200,1:12:40
67,AWS re:Inforce 2024 - Elevate your AWS security with CloudFastener- assisted ,https://youtu.be/iEGMsPNvicI,AI Engineer,544 ,25:34
68,RAG explained step-,https://youtu.be/a0TyTMDh1is,AI Engineer,310 ,25:34
69,AI Agents with LangChain- CrewAI and Llama 3: Build an AI Tweet Writing App | Step-,https://youtu.be/Vqsfn9rWXR8,Fahd Mirza,221 ,33:13
70,Perplexed ,https://youtu.be/-9E9_21tx04,NeuralNine,1200,33:13
71,Run AI Models on Mobile Devices: A Step-,https://youtu.be/BOv8NLe6plI,Elvis Saravia,994 ,1:04:47
72,GaLore EXPLAINED: Memory-Efficient LLM Training ,https://youtu.be/WvO8GfjF0ng,PyData,1300,1:04:47
73,DARK secrets leaked ,https://youtu.be/rh2JRWsLGfg,PyData,2100,56:03
74,GS Quant ,https://youtu.be/G4eXX_-S5nM,PyData,1200,56:03
75,How To Use KV Cache Quantization for Longer Generation ,https://youtu.be/DJr1FSDCpGo,AI Engineer,357 ,22:27
76,SAGE- ,https://youtu.be/dwILgDsbmto,AI Engineer,393 ,22:27
77,Teach2Learn: LLMs as Virtual Students- ,https://youtu.be/6lTxD_oUjXQ,AI Anytime,432 ,25:18
78,RagTime: Your Digital Second Brain- ,https://youtu.be/1cQlnfwmIdU,Underfitted,7300,25:18
79,Tent: Fully Test-time Adaptation ,https://youtu.be/s9vhbnBnUkE,Discover AI,566 ,7:07
80,Still Looking at Text-to-SQL? You're OUT! It's Now RAG2SQL! (Step-,https://youtu.be/lstUnckxfs0,MLOps.community,443 ,7:07
81,Hacking ,https://youtu.be/MOMtDbxfdXI,AI Engineer,247 ,36:55
82,RAG for Beginners! Step-,https://youtu.be/KWcE8ybs09A,AI Engineer,1400,36:55
83,Attention!!! JAMBA Instruct - Mamba LLM's new Ba,https://youtu.be/EnT4Wej5M5k,AI Engineer,3100,31:03
84,Handling Multi-Tera,https://youtu.be/Djv8Sp11UjI,AI Engineer,2900,31:03
85,How Context Length of LLM is Increased ,https://youtu.be/Djv8Sp11UjI,AI Engineer,499 ,26:39
86,Let’s Think Dot ,https://youtu.be/2CXn-CByNoo,AI Engineer,1500,26:39
87,Many-Shot In-Context Learning ,https://youtu.be/Th5e4h-oVmc,AI Engineer,811 ,9:08
88,We Won Anthropic's Developer Contest with Our STORM Implementation! (Step-,https://youtu.be/_-oIuRH4oGA,AI Engineer,687 ,9:08
89,Step ,https://youtu.be/RVN9HWKmkNU,AI Engineer,2100,5:18
90,Fine-Tune Llama 3 Model on Custom Dataset - Step-,https://youtu.be/Nqb7JTx0Pqo,AI Engineer,974 ,5:18
91,LangChain update ,https://youtu.be/wsFd22SL1s8,AI Engineer,1900,23:25
92,Advanced RAG ,https://youtu.be/wHhlvcQgi9M,AI Engineer,6100,23:25
93,RecurrentGemma ,https://youtu.be/wAQK7O3WGEE,AI Engineer,2000,26:18
94,Deep Learning Foundations ,https://youtu.be/u825uxb7LnA,AI Engineer,888 ,26:18
95,MedAI #88: Distilling Step-,https://youtu.be/tYCu_57jzL8,AI Engineer,10000,15:54
96,CrewAI Step-,https://youtu.be/sXXl3YMU7ZI,AI Engineer,2700,15:54
97,Stanford CS25: V3 I Beyond LLMs: Agents- Emergent Abilities- Intermediate-Guided Reasoning- Ba,https://youtu.be/d7ds6m7fbqg,AI Engineer,3200,1:12:32
98,Mixture of Experts Architecture Step ,https://youtu.be/0ZPAvzhpGjw,GOTO Conferences,288 ,1:12:32
