,title,link,channel,views,length
44,Programming Refusal with Conditional Activation Steering ,https://youtu.be/B7vjut5m0LE,Arxiv Papers,375 ,8:16
45,RAG with Data Access Control ,https://youtu.be/q27QT2IeGe8,Microsoft Reactor,365 ,8:16
46,How GenAI is making Application Security harder... and easier! ,https://youtu.be/MpWyru5f60o,Microsoft Reactor,337 ,9:13
47,Ax a New Way to Build Complex Workflows with LLMs // Vikram Rangnekar // MLOps Podcast #259 ,https://youtu.be/9AI_aeof8-4,MLOps.community,3100,9:13
48,Production RAG Secrets the Pros Don't Want You to Know -- Part 2 ,https://youtu.be/nwDyXwPt2bI,TwoSetAI,5000,43:42
49,SciAgents Graph Reasoning: Stanford vs MIT #ai ,https://youtu.be/G-LjfQALmxI,Discover AI,716 ,43:42
50,David Hanson's Vision for Sentient Robots ,https://youtu.be/LFCIEhlsozU,Machine Learning Street Talk,1200,24:55
51,Day 9 - AWS CICD Deployment  | MLOPs Production Ready Machine Learning Project ,https://youtu.be/imRQnmGq09k,DSwithBappy,576 ,24:55
52,Automated Prompt Engineering with DSPy ,https://youtu.be/0gYMqFYRtDI,Trelis Research,6400,8:04
53,Prompt Engineering 101: Power Platform Edition ,https://youtu.be/QMfrb3726Yo,Microsoft Reactor,3300,8:04
54,Advanced NumPy Course - Vectorization- Masking- Broadcasting &amp; More ,https://youtu.be/pQt8yQuPOGo,NeuralNine,2700,57:42
55,NEW &quot;Harmonized&quot; Chain of Thought (CoT) Complexity ,https://youtu.be/uVnYle95T0c,Discover AI,550 ,57:42
56,RAG Overview ,https://youtu.be/kjyHo7byP1s,Microsoft Reactor,1500,7:14
57,Why is AI so bad at multiplication? ,https://youtu.be/xR-CxiCkzsE,Tunadorable,829 ,7:14
58,Prefect - Workflow Orchestration Framework for Building Data Pipelines - Install Locally ,https://youtu.be/47v7DcV94tQ,Fahd Mirza,3500,26:34
59,alphaXiv - A platform to discuss AI papers ,https://youtu.be/2YSOPncByt4,Elvis Saravia,5300,26:34
60,Empowering Agents with LLMs ,https://youtu.be/nfgAVaoa7D4,AI User Group,106 ,10:30
61,Crawl4AI: The Ultimate Web Scraping Tool for AI🚀 ,https://youtu.be/lpOb1bQO7aM,AI Anytime,2000,10:30
62,REFLECTION 70B: What Happened? (#1 on HuggingFace) ,https://youtu.be/HNT2Cod2UfU,Discover AI,2700,11:56
63,In Defense of RAG in the Era of Long-Context Language Models ,https://youtu.be/ryVQHNwkfD4,Arxiv Papers,2000,11:56
64,Fine Tune Qwen2 VL Model using Llama Factory ,https://youtu.be/5IqkZ_yms4k,AI Anytime,95 ,8:17
65,10 New AI Models You shouldn't miss! ,https://youtu.be/A5HGs8jX-mc,1littlecoder,80 ,8:17
66,AI Strategist w/ Monte Carlo Tree Search ,https://youtu.be/W5t7HKLUpjM,Discover AI,60 ,10:30
67,The AdEMAMix Optimizer: Better- Faster- Older ,https://youtu.be/0kd9at_rjII,Arxiv Papers,166 ,17:12
68,Machado &amp; Meynard - DDataflow: An open-source end to end testing from machine learning pipelines ,https://youtu.be/5M86NovlGnE,PyData,76 ,17:12
69,Dean Pleban - Customizing and Evaluating LLMs- an Ops Perspective | PyData Global 2023 ,https://youtu.be/WA1uPZ2h490,PyData,188 ,21:40
70,Guillaume Lemaitre - Get the best from your scikit-learn classifier | PyData Global 2023 ,https://youtu.be/Po7PRIBjRoQ,PyData,785 ,21:40
71,Elijah ben Izzy &amp; Stefan Krawczyk - Bridging Classic ML Pipelines with the World of LLMs ,https://youtu.be/a5mPqmNhKQA,PyData,127 ,1:55:38
72,Hugo Bowne-Anderson - Full-stack Machine Learning and Generative AI for Data Scientists ,https://youtu.be/SOSKgxKCi2E,PyData,371 ,1:55:38
73,Matt Harrison - An Introduction to Pandas 2- Polars- and DuckDB | PyData Global 2023 ,https://youtu.be/h03Gdr8pqyY,PyData,571 ,47:07
74,Ramona Sartipi - When Design Thinking Meets Opensource | PyData Global 2023 ,https://youtu.be/9W6sq8g-0Ho,PyData,909 ,47:07
75,Pattaniyil- Ravi- &amp; Zengin - Using LLMs to improve your Search Engine | PyData Global 2023 ,https://youtu.be/CyDplDZMsVA,PyData,113 ,1:21:38
76,Heidrich- Kiraly- &amp; Ray - sktime - python toolbox for time series | PyData Global 2023 ,https://youtu.be/_WNLjqrBaBY,PyData,35 ,1:21:38
77,Olivier Grisel - Predictive survival analysis with scikit-learn- scikit-survival and lifelines ,https://youtu.be/gke0hNQMdT8,PyData,248 ,1:01:12
78,Challenges in Structured Document Data Extraction at Scale with LLMs ,https://youtu.be/4ta842VAyIM,Zilliz,133 ,1:01:12
79,MLSecOps Connect: Ask the Experts | ML Model Security - Is Your AI Protected? ,https://youtu.be/8OsPJXyGTjE,MLSecOps,13000,10:44
80,LLM inference optimization: Architecture- KV cache and Flash attention ,https://youtu.be/jk2FsJxZFo8,YanAITalk,53 ,10:44
81,Attention Heads of Large Language Models: A Survey ,https://youtu.be/QyM4ttPLDLE,Arxiv Papers,3100,1:28:15
82,Best Practices for Building Production RAG - Part 1 ,https://youtu.be/ZNcxMLBEydA,TwoSetAI,60 ,1:28:15
83,MMMU-Pro: A More Robust Multi-discipline Multimodal Understanding Benchmark ,https://youtu.be/zUEYB8GXLJo,Arxiv Papers,83 ,10:39
84,Stanford Webinar - AI in the Workplace: Rethinking Skill Development ,https://youtu.be/U4QWzTPg1gI,Stanford Online,110 ,10:39
85,Sean Sheng - Productionizing Open Source LLMs | PyData Global 2023 ,https://youtu.be/_wQkAXsfP-o,PyData,2100,14:39
86,Itamar Turner-Trauring - Optimize first- parallelize second: a better path to faster data processing ,https://youtu.be/exaNWuIuqec,PyData,1200,14:39
87,Patrick Deziel &amp; Prema Roman - Reconceptualizing Machine Learning for the Real-time World ,https://youtu.be/JTjKoncSoMg,PyData,4700,14:27
88,Do we really need to use every single transformer layer? ,https://youtu.be/5QFqvTr8zSM,Tunadorable,236 ,14:27
89,How to use LLMs for Fact Checking ,https://youtu.be/tFuiQKUHcdY,Trelis Research,675 ,46:36
90,NEW CORE of AI Agents (MIT- Stanford) ,https://youtu.be/I7HE_MyVzf4,Discover AI,3400,46:36
91,Jina-ColBERT-v2 : A General-Purpose Multilingual Late Interaction Retriever ,https://youtu.be/NtYr4nfndDM,Fahd Mirza,1100,10:30
92,815: Polars: Faster DataFrame Ops — with Marco Gorelli ,https://youtu.be/3vJCGI7NnyE,Super Data Science: ML &amp; AI Podcast with Jon Krohn,284 ,50:51
93,NEW: AI Agents That Design Themselves w/ ADAS ,https://youtu.be/eFJ4y9cz2aI,Discover AI,400 ,50:51
94,CONTEXT CACHING for Faster and Cheaper Inference ,https://youtu.be/YeAAUghx_Xs,Trelis Research,231 ,14:06
95,Visualize - Bringing Structure to Unstructured Data // Markus Stoll // MLOps Podcast #258 ,https://youtu.be/HN8o4D7UjAE,MLOps.community,359 ,14:06
96,Hyukjin Kwon - Demystifying pandas with PySpark when scaling out | PyData Vermont 2024 ,https://youtu.be/Ff78Y6FXIkw,PyData,4100,42:39
97,Multimodal RAG with Milvus and GPT-4o ,https://youtu.be/AImwkZYbUvE,Zilliz,71 ,42:39
98,Segment Anything Model 2 +Building XR Applications +Code-Savvy Assistants +Multi-Modal RAG Embedding ,https://youtu.be/8W5kF-Eydhc,Generative AI on AWS,121 ,53:15
99,The CORE IDEA of AI Agents Explained ,https://youtu.be/xdAKa8jFx3g,Discover AI,1400,53:15
100,Modularity in Transformers: Investigating Neuron Separability &amp; Specialization ,https://youtu.be/pqYWtw9jlWw,Arxiv Papers,530 ,1:02:00
101,Smaller- Weaker- Yet Better: Training LLM Reasoners via Compute-Optimal Sampling ,https://youtu.be/m4Ivtn-ks4E,Arxiv Papers,374 ,1:02:00
102,KN-RAG: A Novel Approach ,https://youtu.be/fgXaVVDNq6A,Zhixiao Wang,1900,45:52
103,Production-Ready Optimization Strategies for RAG ,https://youtu.be/DNhV6WcOVeM,AI Makerspace,1000,45:52
104,Frustrated with Ambiguous User Queries? You Can't Miss Query Expansion! (Step-,https://youtu.be/8DWD7hv-aL0,TwoSetAI,495 ,55:17
105,The Mamba in the Llama: Distilling and Accelerating Hybrid Models ,https://youtu.be/A5ff8hu1amM,Sasha Rush 🤗,34000,55:17
106,DSPy: Advanced Agents? ,https://youtu.be/i71LCDU5EUo,AI Makerspace,80000,49:34
107,LitServe - LLM Serving Inference Engine - Install and Test Locally ,https://youtu.be/3FvlqYX_E-Y,Fahd Mirza,62 ,49:34
108,The ONLY Cursor AI Tutorial you need 💥 Learn Cursor Coding in 20 Mins 💥 ,https://youtu.be/2Wn0_mz0X4g,1littlecoder,229 ,22:43
109,Stanford CS229 I Machine Learning I Building Large Language Models (LLMs) ,https://youtu.be/9vM4p9NN0Ts,Stanford Online,4400,22:43
110,Power Scheduler: A Batch Size and Token Number Agnostic Learning Rate Scheduler ,https://youtu.be/RaR7rr_bN0A,Arxiv Papers,2100,9:30
111,Exploring Long Context Language Models // MLOps Reading Group August 2024 ,https://youtu.be/ZD4-QhJqr34,MLOps.community,46 ,32:02
112,Anthropic's Big SECRET REVEALED 💥Claude Sonnet System Prompt!! 💥 ,https://youtu.be/oiaGCbmCmzY,1littlecoder,58 ,32:02
113,Making some embedding vectors functions of each other ,https://youtu.be/WGhcxQeOGbE,Tunadorable,112 ,9:39
114,FERRET: Faster and Effective Automated Red Teaming withReward-Based Scoring Technique ,https://youtu.be/isL2UNH65Ws,Arxiv Papers,108 ,9:39
115,SLM Meets LLM: Balancing Latency- Interpretability and Consistency in Hallucination Detection ,https://youtu.be/G_3TL6X46rg,Arxiv Papers,2000,10:30
116,SimCSE - Unsupervised Sentence Embeddings ,https://youtu.be/PUpmRHtuc2Y,TechViz - The Data Science Guy,55 ,10:30
117,How to iteratively build robust and reliable Generative AI systems : Part 2 ,https://youtu.be/CVmxiPDdpj0,Aritra Sen,41 ,20:45
118,The Mother of all Programming Languages Demos • Sean McDirmid • YOW! 2015 ,https://youtu.be/Jge8SYgq6yQ,GOTO Conferences,92000,20:45
119,FocusLLM: Scaling LLM's Context ,https://youtu.be/om7A8GMJZsw,Arxiv Papers,280 ,10:06
120,TableBench: A Comprehensive and Complex Benchmark for Table Question Answering ,https://youtu.be/pSIHlPqACR0,Arxiv Papers,73 ,10:06
121,The Key Equation Behind Probability ,https://youtu.be/KHVR587oW8I,Artem Kirsanov,1200,16:11
122,How to iteratively build robust and reliable Generative AI systems : Part 1 ,https://youtu.be/oqdMp3xG3Ew,Aritra Sen,126 ,16:11
123,Show-o: One Single Transformer to Unify Multimodal Understanding and Generation ,https://youtu.be/PkOEVDx6X7c,Arxiv Papers,194 ,7:33
124,Better Agents with LlamaIndex Workflows ,https://youtu.be/6imZsF8RKt4,AI Makerspace,2200,7:33
125,What is a Masked Language Model (MLM) ? ,https://youtu.be/1hk_PuczseA,TechViz - The Data Science Guy,83 ,28:57
126,LLM Pruning and Distillation in Practice: The Minitron Approach ,https://youtu.be/ourFXhqIXjc,Arxiv Papers,91000,28:57
127,Complete @LangChain Essential in 1 shot | LangChain Core | LangServe | LangGraph | LangSmith | Agent ,https://youtu.be/6GnsndNL5u4,Sunny Savita,5800,8:04
128,Recurrent Neural Networks Learn to Store and Generate Sequences using Non-Linear Representations ,https://youtu.be/cBK7EMukEeI,Arxiv Papers,16000,8:04
129,Inside GPT – Large Language Models Demystified • Alan Smith • GOTO 2024 ,https://youtu.be/MznD2DzlQCc,GOTO Conferences,117 ,25:45
130,10x Development: LLMs For the working Programmer - Manuel Odendahl ,https://youtu.be/zwItokY087U,AI Engineer,7800,25:45
131,The BEST Mental Model for Optimizing Your LLMs - Part 2 ,https://youtu.be/NmXFRQhrVF4,TwoSetAI,177 ,17:35
132,Transformers to SSMs: Distilling Quadratic Knowledge to Subquadratic Models ,https://youtu.be/0dvF0R0hCh0,Arxiv Papers,353 ,17:35
133,The Hidden Cost of Embeddings in RAG and how to Fix it ,https://youtu.be/Ra8n_9wnHFs,Prompt Engineering,190 ,29:58
134,Nina van Diermen - BERTopic to accelerate Ukrainian aid ,https://youtu.be/WAucmqgLFBw,PyData,278 ,29:58
135,Ennia Suijkerbuijk - Evaluating LLM Frameworks ,https://youtu.be/HHSp4vN4IpU,PyData,4800,28:30
136,Sanne van den Bogaart - Explainable AI in the LIME-light ,https://youtu.be/9Hckg9gsBYs,PyData,606 ,28:30
137,Ferdinand Schenck - 🌳 The taller the tree- the harder the fall. Determining tree height from space.. ,https://youtu.be/7GU95sic2Y4,PyData,8800,28:09
138,Vincent D. Warmerdam - Scikit-Learn can do THAT?! ,https://youtu.be/es_8_iT-oQk,PyData,608 ,28:09
139,811: Scaling Data Science Teams Effectively — with Nick Elprin ,https://youtu.be/PUC1yzPv4nk,Super Data Science: ML &amp; AI Podcast with Jon Krohn,675 ,29:40
140,CrewAI August Update: Planning Steps- Training- and Advanced Features Explained ,https://youtu.be/uGj4REGFp3A,Sam Witteveen,591 ,29:40
141,Design and Development Principles for LLMOps // Andy McMahon // MLOps Podcast #254 ,https://youtu.be/LHEKLqpI2VY,MLOps.community,516 ,1:28:30
142,Sam Aaron - Sonic Pi - Live Coding as a tool for next-gen education. ,https://youtu.be/eCZaqKTwtvQ,PyData,2500,1:28:30
143,Multi-Modal RAG - Segment Anything Model v2- ImageBind- Embeddings- Fine-Tuning ,https://youtu.be/hALjJVuFy2Y,Generative AI on AWS,2500,1:22:15
144,Add multi-channel communication in your RAG app ,https://youtu.be/xnmok9Al7iA,Microsoft Reactor,686 ,1:22:15
145,Cut AI Costs with Smart LLM Routing ,https://youtu.be/m5Ro5jQqf0M,Mervin Praison,73 ,46:21
146,Building a multi-strategy RAG workflow with reflection in LlamaIndex ,https://youtu.be/06kJ390a-O8,LlamaIndex,75 ,46:21
147,Improving GraphRAG using LangGraph ,https://youtu.be/DaSjS98WCWk,Data Science in your pocket,482 ,1:29:40
148,Can Large Language Models Understand Symbolic Graphics Programs? ,https://youtu.be/kYZEafamuBY,Arxiv Papers,205 ,1:29:40
149,BAM! Just Like That: Simple and Efficient Parameter Upcycling for Mixture of Experts ,https://youtu.be/gfSslXL1HCs,Arxiv Papers,216 ,1:30:16
150,AI-powered ETL for Complex PDF Files - Aryn ,https://youtu.be/e6Y0zru7Ltw,Fahd Mirza,266 ,1:30:16
151,LLMSec - Tool to Detect and Block Malicious User Prompts ,https://youtu.be/AuVJ_GgF5jc,Fahd Mirza,85 ,1:23:26
152,Data Quality = Quality AI // Panel // AIQCON ,https://youtu.be/r2fxb-OnBRM,MLOps.community,108 ,1:23:26
153,Deformable DEtection TRansformer DETR Model - Install Locally ,https://youtu.be/LNfjhZ5kkzk,Fahd Mirza,14000,57:36
154,Self-Alignment of LLM from Scratch    through an Iterative Self-Enhancement Paradigm ,https://youtu.be/G1MeeScQSJQ,Arxiv Papers,53000,57:36
155,Towards flexible perception with visual memory ,https://youtu.be/89iylAs2F3E,Arxiv Papers,26000,39:34
156,Building with Anthropic Claude: Prompt Workshop with Zack Witten ,https://youtu.be/hkhDdcM5V94,AI Engineer,215 ,39:34
157,The AI Scientist | Fully Automated Open-Ended Scientific Discovery ,https://youtu.be/_3o3U5qBPJM,Wes Roth,628000,44:06
158,The AI Bubble: Will It Burst- and What Comes After? ,https://youtu.be/91SK90SahHc,Machine Learning Street Talk,7900,44:06
159,Mutual Reasoning Makes Smaller LLMs Stronger Problem-Solvers ,https://youtu.be/r8LZDIOyNzo,Arxiv Papers,15000,26:54
160,Former Google CEO Spills ALL! (Google AI is Doomed) ,https://youtu.be/7PMUVqtXS0A,Matthew Berman,13000,26:54
161,Best Open Source Text-to-Speech AI Tutorial in 2024 ,https://youtu.be/STuEJLBLvoc,1littlecoder,777 ,14:16
162,The BEST Mental Model for Optimizing Your LLMs - Part 1 ,https://youtu.be/Ob4KePkOI8Q,TwoSetAI,518 ,14:16
163,Is ChatGPT an N-gram model on steroids? ,https://youtu.be/W485bz0_TdI,Machine Learning Street Talk,1900,13:48
164,LLM Security - Do NOT make these mistakes! ,https://youtu.be/ysB863OXcIw,Trelis Research,874 ,13:48
165,Agent Q: Advanced Reasoning and Learning for Autonomous AI Agents ,https://youtu.be/KYmydU7f9Lc,Arxiv Papers,739 ,56:52
166,NP-Hard: The End of AI? ,https://youtu.be/oB4B32uWR6o,Discover AI,426 ,56:52
167,Boost Your RAG Chatbot’s Accuracy with Synthetic Test Data Generation! ,https://youtu.be/7rba4exIaOs,AI Anytime,292 ,27:19
168,Advance RAG 12-  Powerful RAG with Merger Retriever and Hypothetical Document Embeddings(HyDE) #ai ,https://youtu.be/nqgnGcNe_i4,Sunny Savita,54 ,27:19
169,OpenResearcher - AI Assistant for Accelerated Scientific Research ,https://youtu.be/1vAAvOHpqx0,Fahd Mirza,52 ,30:46
170,Controllable RAG Agent For Solving Complex Tasks ,https://youtu.be/tENsalmU_ik,Fahd Mirza,1800,30:46
171,Learned Ranking Function: From Short-term Behavior Predictions to Long-term User Satisfaction ,https://youtu.be/pl_RuGqx1HA,Arxiv Papers,1100,30:11
172,Does Liking Yellow Imply Driving a School Bus? Semantic Leakage in Language Models ,https://youtu.be/7dSMIZb-V3Q,Arxiv Papers,824 ,30:11
173,Which is in charge- consciousness or the brain? ,https://youtu.be/u2pFB3JamtE,Tunadorable,201 ,21:43
174,Fine-Tuning Embeddings for Better Retrieval ,https://youtu.be/gUJkyp9j3sM,AI Makerspace,2600,21:43
175,How GoML is building the future of generative AI on AWS ,https://youtu.be/NkPDAlflmJc,AWS Events,66 ,40:40
176,The Variational Book // Yuri Plotkin // MLOps Podcast #253 ,https://youtu.be/RBzYKL_dO84,MLOps.community,3100,40:40
177,Can concatenated small networks compete with large ones? ,https://youtu.be/CG9StTrrGh4,Tunadorable,477 ,34:15
178,Body Transformer: Leveraging Robot Embodiment for Policy Learning ,https://youtu.be/tKcR4Oc5N7I,Arxiv Papers,607 ,34:15
179,AI Scientist ,https://youtu.be/VgA02gmAgdA,hu-po,836 ,5:51
180,The AI Scientist: Towards Fully Automated Open-Ended Scientific Discovery ,https://youtu.be/R08oRXYjb-U,Arxiv Papers,557 ,5:51
181,Langchain Pandas Dataframe Agents ,https://youtu.be/5Mh2FrpyOwo,Ryan &amp; Matt Data Science,102 ,1:24:33
182,BEST 46 NEW AI Papers of this TUESDAY ,https://youtu.be/CJP5M91cQVA,Discover AI,1400,1:24:33
183,LLM Evaluation using DeepEval ,https://youtu.be/ZNs2dCXHlfo,Data Science in your pocket,843 ,35:24
184,VITA: Towards Open-Source Interactive Omni Multimodal LLM ,https://youtu.be/4Twmv-3xYOQ,Arxiv Papers,1600,35:24
185,Evals for AI Agents- the right way!!! ,https://youtu.be/ogc4vEkpLL0,1littlecoder,150 ,35:26
186,Contrarian Guide to AI: Jason Liu on Betting Against Agents while Doubling Down on RAG &amp; Fine-Tuning ,https://youtu.be/4ikmXewCKu0,Humanloop,168 ,35:26
187,Trade-off between world modeling (predicting) vs agent modeling (acting) ,https://youtu.be/ZbCqBUamzug,Tunadorable,81 ,50:39
188,Better RAG with Sentence Window Retriever - LlamaIndex ,https://youtu.be/UGCfUyzKHQk,Aritra Sen,19000,50:39
189,Better RAG with Auto Merging Retriever - LlamaIndex ,https://youtu.be/iBEMpC0RNY8,Aritra Sen,17000,23:01
190,Conversational Prompt Engineering ,https://youtu.be/YZZn4ZowIe8,Arxiv Papers,7900,23:01
191,Jay Alammar on LLMs- RAG- and AI Engineering ,https://youtu.be/KMSa5CccEEQ,Machine Learning Street Talk,683 ,1:02:41
192,Complete DSPy Tutorial - Master LLM Prompt Programming in 8 amazing examples! ,https://youtu.be/_ROckQHGHsU,Neural Breakdown with AVB,360 ,1:02:41
193,Best AI Voice Generator | 2024.08 ,https://youtu.be/B23Bgrukb9w,Thorsten-Voice,3300,2:13:20
194,Transformer Explainer - Learn How LLMs Work Visually ,https://youtu.be/YD1BzBtzjy0,Fahd Mirza,840 ,2:13:20
195,Designing High-Quality Synthetic Data for Training &amp; Fine-tuning LLMs ,https://youtu.be/p-noXP_B2-w,Microsoft Reactor,45 ,1:08:49
196,Decoding the Decoder LLM without de code: Ishan Anand ,https://youtu.be/NamKkerrlnQ,AI Engineer,237 ,1:08:49
197,How to use Aurora as a Knowledge Base for Amazon Bedrock for RAG | The Data Dive on AWS OnAir ,https://youtu.be/MpmV-MehtWs,AWS Events,9000,6:52
198,Better Alignment with Instruction Back-and-Forth Translation ,https://youtu.be/TbLYUtcb7Zg,Arxiv Papers,3600,6:52
199,ChatEXAONE - LG Drops Enterprise AI Agent for Corporate Efficiency ,https://youtu.be/qL4J-WpFqXA,Fahd Mirza,158 ,18:20
200,Agents- Agents and more Agents 🤖🤖🤖 ,https://youtu.be/28w5uFiX-po,Prompt Engineering,181 ,18:20
201,What would it mean for an AI to &quot;understand&quot;? ,https://youtu.be/r3jTe6AGb_E,Tunadorable,145 ,1:00
202,Protect your most sensitive AI data and applications in the cloud | AWS AI Infrastructure Day 2024 ,https://youtu.be/R0K6_OrV6K0,AWS Events,250 ,1:00
203,Generative AI Inference with AWS Graviton Processors | AWS AI Infrastructure Day 2024 on AWS OnAir ,https://youtu.be/dID5j-y9bco,AWS Events,169 ,1:03:56
204,Build high-performance foundation models with AWS Trainium &amp; Inferentia | AWS AI Infrastructure Day ,https://youtu.be/B9iND32L8w8,AWS Events,259 ,1:03:56
205,From PoC to Production: Deploying Gen AI workloads on AWS Inferentia | AWS Infrastructure Day 2024 ,https://youtu.be/42faQ-osjbw,AWS Events,957 ,22:50
